# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR13160334_sorted.bam" "SRR13160327_sorted.bam" "SRR13160337_sorted.bam" "SRR13160328_sorted.bam" "SRR13160329_sorted.bam" "SRR13160336_sorted.bam" "SRR13160338_sorted.bam" "SRR13160331_sorted.bam" "SRR13160330_sorted.bam" "SRR13160335_sorted.bam" "SRR13160332_sorted.bam" "SRR13160333_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR13160334_sorted.bam	SRR13160327_sorted.bam	SRR13160337_sorted.bam	SRR13160328_sorted.bam	SRR13160329_sorted.bam	SRR13160336_sorted.bam	SRR13160338_sorted.bam	SRR13160331_sorted.bam	SRR13160330_sorted.bam	SRR13160335_sorted.bam	SRR13160332_sorted.bam	SRR13160333_sorted.bam
gene-PA0259	NC_002516.2	289562	291004	-	1443	40	167	35	181	125	0	17	35	171	25	140	82
gene-PA0260	NC_002516.2	291154	293304	-	2151	44	148	44	183	148	4	18	42	246	30	195	79
gene-PA0261	NC_002516.2	293301	293798	-	498	8	50	16	43	30	2	11	18	84	5	66	23
gene-PA0262	NC_002516.2	293802	296861	-	3060	32	168	43	201	145	2	31	45	229	34	159	48
gene-PA0263	NC_002516.2	297043	297561	-	519	5	13	7	11	6	0	2	2	13	4	8	9
gene-PA0263.1	NC_002516.2	298816	298892	-	77	43	400	51	502	260	0	25	38	360	47	181	76
gene-PA0265	NC_002516.2	299522	300973	+	1452	165	409	227	716	470	11	158	172	851	137	723	290
gene-PA0266	NC_002516.2	301218	302498	+	1281	103	225	137	323	254	17	85	110	388	105	365	249
gene-PA0267	NC_002516.2	302824	304023	+	1200	17	67	10	173	131	2	15	26	109	10	89	14
gene-PA0268	NC_002516.2	304177	305598	-	1422	3	28	11	32	45	0	8	6	28	1	27	3
gene-PA0269	NC_002516.2	305725	306162	+	438	5	8	5	8	18	1	1	5	15	5	12	1
gene-PA0270	NC_002516.2	306174	306581	+	408	4	9	4	22	20	0	1	3	18	5	13	2
gene-PA0271	NC_002516.2	306615	306899	+	285	5	12	3	21	27	0	1	4	8	4	20	8
gene-PA0272	NC_002516.2	306896	307828	-	933	8	35	13	47	36	0	4	7	34	7	29	16
gene-PA0273	NC_002516.2	307878	309092	-	1215	0	4	3	6	5	1	2	2	3	0	1	1
gene-PA0274	NC_002516.2	309255	310025	-	771	2	8	4	11	5	0	0	1	7	2	4	5
gene-PA0275	NC_002516.2	310134	310820	-	687	3	13	4	17	11	0	1	3	19	5	15	5
gene-PA0276	NC_002516.2	310896	311411	+	516	1	6	1	7	9	0	0	2	14	0	3	2
gene-PA0277	NC_002516.2	311451	312209	-	759	32	53	47	134	129	1	28	52	99	19	155	31
gene-PA0278	NC_002516.2	312381	313133	-	753	10	13	5	20	16	0	3	7	31	5	13	2
gene-PA0279	NC_002516.2	313227	313925	+	699	6	29	7	51	16	0	5	7	23	4	19	7
gene-PA0280	NC_002516.2	313938	314927	-	990	7	102	20	303	97	5	14	11	43	23	38	14
gene-PA0281	NC_002516.2	314931	315800	-	870	8	75	24	232	71	0	11	5	38	16	32	14
gene-PA0282	NC_002516.2	315811	316629	-	819	10	38	4	92	20	1	4	3	20	12	8	10
gene-PA0283	NC_002516.2	316791	317789	-	999	17	48	14	178	78	2	15	7	32	31	34	21
gene-PA0284	NC_002516.2	317966	318148	-	183	10	17	9	71	14	3	6	2	14	18	5	5
gene-PA0285	NC_002516.2	318312	320594	-	2283	26	133	26	189	186	4	26	23	166	17	107	41
gene-PA0286	NC_002516.2	320766	321944	+	1179	46	235	44	416	434	3	32	58	275	39	249	39
gene-PA0287	NC_002516.2	322175	323560	+	1386	6	12	3	22	11	1	2	5	14	2	15	4
gene-PA0288	NC_002516.2	323616	324572	+	957	9	14	7	16	12	1	0	3	25	3	17	10
gene-PA0289	NC_002516.2	324625	325587	+	963	5	26	13	29	19	1	6	8	30	6	26	11
gene-PA0290	NC_002516.2	325700	326671	+	972	12	44	16	54	47	0	10	8	38	6	36	13
gene-PA0291	NC_002516.2	327284	328666	+	1383	342	569	313	1622	1718	32	272	435	1573	422	2302	597
gene-PA0292	NC_002516.2	328801	329907	-	1107	24	99	30	178	172	4	17	33	207	41	144	40
gene-PA0293	NC_002516.2	329993	330871	-	879	8	37	9	39	44	0	7	24	66	9	24	20
gene-PA0294	NC_002516.2	331034	331699	-	666	9	29	8	32	27	0	6	5	37	6	25	5
gene-PA0295	NC_002516.2	331762	332823	-	1062	8	60	13	75	35	2	14	6	61	9	34	25
gene-PA0296	NC_002516.2	333079	334455	-	1377	55	176	58	225	192	8	34	77	420	38	289	91
gene-PA0297	NC_002516.2	334734	335486	+	753	76	310	94	367	284	5	46	65	464	58	281	161
gene-PA0298	NC_002516.2	335527	336885	+	1359	93	350	101	330	273	5	66	139	599	76	545	334
gene-PA0299	NC_002516.2	336951	338321	+	1371	234	375	195	467	413	14	110	202	786	129	830	730
gene-PA0300	NC_002516.2	338437	339540	+	1104	52	257	76	316	202	11	46	107	396	73	376	290
gene-PA0301	NC_002516.2	339959	341056	+	1098	34	168	32	177	152	4	23	68	239	40	231	124
gene-PA0302	NC_002516.2	341111	342265	+	1155	36	116	42	217	182	2	34	72	264	23	251	112
gene-PA0303	NC_002516.2	342292	343173	+	882	26	109	24	143	122	2	15	37	141	32	149	87
gene-PA0304	NC_002516.2	343256	344125	+	870	70	175	53	217	166	1	47	56	264	44	232	144
gene-PA0305	NC_002516.2	344303	346690	-	2388	11	48	18	59	55	1	10	15	74	14	69	26
gene-PA0306	NC_002516.2	346801	347853	+	1053	5	34	3	32	37	3	4	10	32	3	29	7
gene-PA0306a	NC_002516.2	347832	348335	-	504	19	85	22	95	86	4	17	20	106	31	86	29
gene-PA0307	NC_002516.2	348440	349051	-	612	10	80	9	53	54	0	8	15	49	5	35	29
gene-PA0308	NC_002516.2	349050	350069	+	1020	30	86	14	113	98	5	16	33	98	9	77	15
gene-PA0309	NC_002516.2	350089	350841	-	753	8	74	14	55	68	2	10	17	59	5	60	29
gene-PA0310	NC_002516.2	350890	351588	+	699	28	106	32	132	124	1	18	23	127	30	82	38
gene-PA0311	NC_002516.2	351610	352164	-	555	19	31	10	48	58	0	7	4	27	6	18	6
gene-PA0312	NC_002516.2	352430	352924	+	495	16	77	24	81	55	0	17	14	75	15	49	18
gene-PA0313	NC_002516.2	352927	353619	-	693	15	73	35	93	83	1	15	17	68	12	79	30
gene-PA0314	NC_002516.2	353691	354461	-	771	11	53	18	91	68	1	11	15	54	15	78	24
gene-PA0315	NC_002516.2	354754	355191	+	438	45	301	69	407	301	1	44	73	306	50	364	169
gene-PA0316	NC_002516.2	355248	356477	-	1230	100	318	116	506	438	10	76	100	439	120	450	236
gene-PA0317	NC_002516.2	356681	358075	+	1395	90	465	109	562	473	9	81	122	456	76	502	173
gene-PA0318	NC_002516.2	358167	358832	+	666	26	119	37	141	116	2	12	36	94	25	137	41
gene-PA0319	NC_002516.2	358931	359920	+	990	31	138	28	209	186	4	25	32	182	19	132	38
gene-PA0320	NC_002516.2	359982	360332	+	351	8	30	11	34	46	0	4	3	37	8	24	9
gene-PA0321	NC_002516.2	360413	361447	-	1035	7	24	5	24	14	0	2	6	24	5	27	12
gene-PA0322	NC_002516.2	361463	362857	-	1395	11	11	5	27	14	0	6	4	40	9	27	10
gene-PA0323	NC_002516.2	363278	364321	-	1044	2	16	3	12	6	0	2	6	18	3	8	8
gene-PA0324	NC_002516.2	364369	365157	-	789	8	12	4	16	14	0	3	3	20	4	15	8
gene-PA0325	NC_002516.2	365154	366083	-	930	10	26	6	27	15	0	4	4	15	1	21	7
gene-PA0326	NC_002516.2	366080	367129	-	1050	4	5	3	8	2	0	3	1	4	0	4	2
gene-PA0327	NC_002516.2	367457	368422	+	966	8	38	14	45	45	2	8	13	67	11	52	23
gene-PA0328	NC_002516.2	368462	370405	-	1944	26	58	24	64	75	1	11	27	182	17	119	39
gene-PA0329	NC_002516.2	370706	371038	-	333	61	158	63	182	167	0	31	55	393	49	313	142
gene-PA0330	NC_002516.2	371162	371833	-	672	53	153	47	175	167	1	26	35	149	25	146	65
gene-PA0331	NC_002516.2	372091	373605	+	1515	52	315	58	404	345	4	42	66	273	51	276	87
gene-PA0332	NC_002516.2	373725	374192	+	468	8	66	10	61	48	0	4	18	58	4	49	22
gene-PA0333	NC_002516.2	374243	375514	+	1272	18	72	15	102	78	0	10	25	123	14	84	15
gene-PA0334	NC_002516.2	375951	377189	-	1239	24	101	18	123	130	1	6	31	149	14	122	35
gene-PA0335	NC_002516.2	377239	377892	-	654	17	65	20	72	91	1	4	11	80	9	56	16
gene-PA0336	NC_002516.2	378096	378575	+	480	167	983	163	1091	732	9	146	170	920	157	761	339
gene-PA0337	NC_002516.2	378598	380877	+	2280	175	732	178	1038	804	14	108	153	835	107	704	214
gene-PA0338	NC_002516.2	380903	382033	+	1131	22	149	38	146	115	1	18	25	148	20	89	47
gene-PA0339	NC_002516.2	382037	382792	-	756	4	26	11	71	35	1	5	10	43	8	19	5
gene-PA0340	NC_002516.2	382914	383717	+	804	29	148	36	178	193	0	19	27	197	33	115	48
gene-PA0341	NC_002516.2	383727	384527	+	801	16	96	15	123	122	2	21	22	97	13	76	37
gene-PA0342	NC_002516.2	384733	385527	+	795	47	212	37	224	218	5	25	43	182	36	152	65
gene-PA0343	NC_002516.2	385554	386351	-	798	29	182	21	166	163	0	17	22	138	29	140	47
gene-PA0344	NC_002516.2	386386	387765	-	1380	21	17	11	29	43	0	9	16	44	12	31	15
gene-PA0345	NC_002516.2	387758	389143	-	1386	14	36	19	50	37	0	7	14	64	6	51	20
gene-PA0346	NC_002516.2	389334	389696	+	363	23	37	21	111	58	1	13	21	63	15	67	15
gene-PA0347	NC_002516.2	389733	390884	-	1152	23	38	10	98	55	1	10	14	42	3	43	19
gene-PA0348	NC_002516.2	391094	392188	+	1095	9	23	9	60	23	0	6	10	44	12	18	12
gene-PA0349	NC_002516.2	392185	393225	+	1041	4	11	2	31	13	0	5	4	15	1	10	2
gene-PA0350	NC_002516.2	393308	393814	+	507	43	172	35	201	194	0	22	30	200	25	144	41
gene-PA0351	NC_002516.2	393830	394303	-	474	23	74	20	112	90	1	14	20	76	14	65	19
gene-PA0352	NC_002516.2	394442	395827	-	1386	35	189	48	290	240	1	27	30	203	35	180	47
gene-PA0353	NC_002516.2	396057	397895	-	1839	36	170	31	217	185	5	20	50	268	32	186	52
gene-PA0354	NC_002516.2	398224	399420	-	1197	45	104	49	236	229	1	39	54	182	36	204	53
gene-PA0355	NC_002516.2	399493	400032	-	540	8	9	6	9	5	0	1	8	20	2	13	8
gene-PA0356	NC_002516.2	400248	401072	+	825	22	126	25	150	111	0	7	19	84	20	78	21
gene-PA0357	NC_002516.2	401131	401943	+	813	57	200	59	280	257	2	32	48	245	46	238	53
gene-PA0358	NC_002516.2	402020	402598	+	579	12	43	6	35	42	0	6	9	47	12	38	25
gene-PA0359	NC_002516.2	402681	403025	+	345	10	28	11	76	62	2	8	15	82	9	46	17
gene-PA0360	NC_002516.2	403295	404281	+	987	42	246	45	189	162	0	31	43	202	33	139	68
gene-PA0361	NC_002516.2	404386	406119	-	1734	22	139	11	109	104	1	17	21	92	11	80	18
gene-PA0362	NC_002516.2	406247	406498	-	252	9	74	14	59	62	3	15	16	70	11	62	30
gene-PA0363	NC_002516.2	406619	407098	-	480	32	134	27	159	136	2	22	29	162	22	126	49
gene-PA0364	NC_002516.2	407250	408845	-	1596	8	15	11	33	46	1	8	2	50	10	34	12
gene-PA0365	NC_002516.2	408901	409449	-	549	1	12	6	14	11	1	2	2	9	1	2	6
gene-PA0366	NC_002516.2	409504	410934	-	1431	7	22	11	41	39	1	6	10	37	5	28	12
gene-PA0367	NC_002516.2	411224	411871	+	648	17	76	15	91	67	1	14	10	72	8	59	16
gene-PA0367a	NC_002516.2	411856	412266	-	411	10	37	14	41	35	0	6	6	45	1	35	10
gene-PA0368	NC_002516.2	412329	413327	-	999	13	72	12	106	102	3	12	10	97	9	55	15
gene-PA0370	NC_002516.2	413933	414529	-	597	4	55	11	33	32	0	1	10	39	9	43	14
gene-PA0371	NC_002516.2	414529	416016	-	1488	11	71	20	86	76	2	9	23	124	10	106	17
gene-PA0372	NC_002516.2	416009	417406	-	1398	15	60	20	76	71	1	15	26	142	17	97	24
gene-PA0373	NC_002516.2	417527	418894	+	1368	94	370	115	763	659	23	89	171	627	104	711	140
gene-PA0374	NC_002516.2	418891	419562	+	672	31	202	39	263	256	8	31	43	270	40	246	74
gene-PA0375	NC_002516.2	419562	420569	+	1008	50	392	67	541	362	4	36	82	403	56	341	77
gene-PA0376	NC_002516.2	420683	421537	+	855	897	2225	1467	3645	2243	25	591	855	3919	648	3642	1100
gene-PA0377	NC_002516.2	421602	422207	+	606	19	74	22	152	156	2	12	26	191	17	98	21
gene-PA0378	NC_002516.2	422212	422943	-	732	14	71	18	114	118	4	9	13	105	22	71	26
gene-PA0379	NC_002516.2	422980	423357	+	378	10	28	8	36	24	1	2	3	27	8	18	11
gene-PA0380	NC_002516.2	423460	423660	+	201	9	38	18	56	76	2	9	21	58	11	38	17
gene-PA0381	NC_002516.2	423719	424516	+	798	31	240	48	341	312	7	36	48	242	55	243	77
gene-PA0382	NC_002516.2	424670	425341	+	672	33	244	32	346	299	2	31	45	231	41	213	61
gene-PA0383	NC_002516.2	425504	426850	+	1347	14	106	15	105	76	3	5	17	97	10	100	25
gene-PA0384	NC_002516.2	426863	427120	-	258	0	13	2	18	14	0	2	2	13	2	8	1
gene-PA0385	NC_002516.2	427182	427505	-	324	2	18	2	30	30	1	3	5	27	9	15	5
gene-PA0386	NC_002516.2	427586	428740	-	1155	16	54	7	62	63	0	8	17	63	8	38	13
gene-PA0387	NC_002516.2	428861	429454	-	594	23	124	23	227	176	0	13	53	176	26	164	28
gene-PA0388	NC_002516.2	429451	429870	-	420	17	113	24	160	140	2	14	35	116	29	130	33
gene-PA0389	NC_002516.2	430002	430622	-	621	21	142	23	109	119	2	17	27	117	15	98	44
gene-PA0390	NC_002516.2	430630	431769	-	1140	45	167	39	192	189	1	28	37	184	27	147	51
gene-PA0391	NC_002516.2	431858	433825	-	1968	32	84	38	154	123	5	25	22	170	18	84	29
gene-PA0392	NC_002516.2	434226	434819	-	594	8	87	5	67	58	1	10	17	67	7	72	27
gene-PA0393	NC_002516.2	434830	435651	-	822	27	77	18	127	87	1	18	33	84	12	64	17
gene-PA0394	NC_002516.2	435663	436355	-	693	88	249	73	387	731	3	49	81	349	54	298	107
gene-PA0395	NC_002516.2	436570	437604	+	1035	47	265	46	286	192	4	31	53	286	37	218	84
gene-PA0396	NC_002516.2	437782	438930	+	1149	34	149	38	236	196	0	27	48	257	32	197	64
gene-PA0397	NC_002516.2	438938	439837	-	900	11	46	13	54	53	0	8	10	79	15	53	24
gene-PA0398	NC_002516.2	439991	440395	+	405	31	178	41	208	169	2	19	45	209	32	201	50
gene-PA0399	NC_002516.2	440638	442011	+	1374	41	113	36	162	119	1	26	51	144	34	130	66
gene-PA0400	NC_002516.2	442008	443192	+	1185	30	84	26	112	101	4	27	23	71	22	101	39
gene-PA0401	NC_002516.2	443419	444690	-	1272	25	129	23	170	208	1	16	44	181	18	117	37
gene-PA0402	NC_002516.2	444687	445691	-	1005	33	181	21	226	229	2	19	34	198	24	128	46
gene-PA0403	NC_002516.2	445715	446227	-	513	5	45	2	51	35	0	4	6	17	2	18	5
gene-PA0404	NC_002516.2	446339	446773	-	435	4	39	9	54	46	1	4	12	51	5	24	7
gene-PA0405	NC_002516.2	446773	447342	-	570	18	104	24	128	115	1	15	25	113	11	87	24
gene-PA0406	NC_002516.2	447391	448350	-	960	14	115	21	109	111	1	13	16	100	17	82	29
gene-PA0407	NC_002516.2	448431	449384	-	954	94	465	90	743	490	4	63	101	643	78	370	160
gene-PA0408	NC_002516.2	449639	450046	+	408	210	1416	212	1751	1085	10	131	191	1432	168	902	380
gene-PA0409	NC_002516.2	450093	450458	+	366	59	546	86	504	296	6	65	77	321	52	382	194
gene-PA0410	NC_002516.2	450509	451045	+	537	32	405	42	314	230	1	20	39	198	34	198	89
gene-PA0411	NC_002516.2	451130	453178	+	2049	244	1412	269	1804	1524	22	225	312	1708	229	1634	432
gene-PA0412	NC_002516.2	453239	454114	+	876	41	368	60	381	338	2	36	65	453	31	431	126
gene-PA0413	NC_002516.2	454126	461544	+	7419	438	1399	368	2574	2242	24	274	633	2925	292	2387	510
gene-PA0414	NC_002516.2	461537	462568	+	1032	38	149	37	257	263	0	22	50	252	28	260	43
gene-PA0415	NC_002516.2	462565	463071	+	507	16	54	15	96	100	1	11	21	76	11	85	13
gene-PA0416	NC_002516.2	463079	463873	+	795	6	35	7	45	44	1	5	12	34	4	31	9
gene-PA0417	NC_002516.2	463949	464560	+	612	7	34	6	30	23	0	2	7	29	5	20	9
gene-PA0418	NC_002516.2	464568	465983	-	1416	11	42	7	37	27	0	5	4	38	4	30	7
gene-PA0419	NC_002516.2	466018	466740	-	723	4	55	18	86	69	1	14	16	81	20	68	17
gene-PA0420	NC_002516.2	466833	468236	-	1404	28	99	36	139	105	5	20	32	123	27	100	53
gene-PA0421	NC_002516.2	468410	469900	+	1491	49	254	60	332	285	3	40	58	227	41	245	76
gene-PA0422	NC_002516.2	470081	470650	+	570	10	155	28	213	167	2	19	59	222	15	246	68
gene-PA0423	NC_002516.2	470662	471237	+	576	118	502	115	785	581	10	96	251	839	109	1016	379
gene-PA0424	NC_002516.2	471306	471749	-	444	14	46	12	61	42	1	9	7	63	14	32	22
gene-PA0425	NC_002516.2	472024	473175	+	1152	67	287	91	435	361	6	39	82	287	51	277	94
gene-PA0426	NC_002516.2	473191	476331	+	3141	185	956	226	1621	1210	20	165	328	1151	170	1227	348
gene-PA0427	NC_002516.2	476333	477790	+	1458	88	401	118	706	532	11	55	145	545	101	535	118
gene-PA0428	NC_002516.2	477886	479805	-	1920	82	411	89	709	549	9	48	218	664	68	771	141
gene-PA0429	NC_002516.2	480056	481126	-	1071	26	166	24	242	209	7	26	51	215	31	193	48
gene-PA0430	NC_002516.2	481196	482068	-	873	25	183	31	165	187	5	20	46	175	24	168	43
gene-PA0431	NC_002516.2	482111	482665	-	555	30	145	26	280	316	5	29	67	182	38	259	29
gene-PA0432	NC_002516.2	482706	484115	-	1410	203	875	312	1764	1244	36	218	379	1034	240	1839	387
gene-PA0433	NC_002516.2	484404	484838	+	435	12	35	7	56	43	0	6	1	48	10	24	13
gene-PA0434	NC_002516.2	484964	487156	+	2193	12	44	18	58	37	0	15	8	47	11	31	32
gene-PA0435	NC_002516.2	487167	488645	+	1479	4	10	1	9	14	0	1	2	13	4	5	1
gene-PA0436	NC_002516.2	488730	489350	+	621	12	65	13	125	87	1	7	16	75	14	62	18
gene-PA0437	NC_002516.2	489387	490658	-	1272	28	111	26	164	155	1	24	29	132	23	129	32
gene-PA0438	NC_002516.2	490648	491898	-	1251	15	34	20	56	48	0	13	14	42	12	43	16
gene-PA0439	NC_002516.2	492080	493357	-	1278	8	13	9	23	7	1	4	2	17	1	9	6
gene-PA0440	NC_002516.2	493354	494721	-	1368	12	23	14	36	19	0	8	6	24	12	16	5
gene-PA0441	NC_002516.2	494816	496255	-	1440	2	16	7	19	17	0	4	5	15	4	13	10
gene-PA0442	NC_002516.2	496362	496478	-	117	0	1	1	1	1	0	0	0	1	0	1	2
gene-PA0443	NC_002516.2	496871	498361	+	1491	1	19	11	17	11	0	3	4	11	4	14	8
gene-PA0444	NC_002516.2	498420	499703	+	1284	8	20	12	34	20	1	3	5	20	10	20	14
gene-PA0445	NC_002516.2	500104	501120	-	1017	15	63	18	60	77	0	8	11	63	10	52	21
gene-PA0446	NC_002516.2	501376	502599	-	1224	38	81	22	131	85	0	22	25	146	14	83	27
gene-PA0447	NC_002516.2	502719	503900	-	1182	6	21	11	46	36	0	8	9	34	8	35	12
gene-PA0448	NC_002516.2	504121	505029	+	909	31	127	42	204	108	0	22	32	115	25	90	38
gene-PA0449	NC_002516.2	505047	505586	+	540	16	64	19	132	63	1	16	21	71	11	41	15
gene-PA0450	NC_002516.2	505629	507251	-	1623	15	42	20	53	40	2	4	13	31	3	28	9
gene-PA0451	NC_002516.2	507631	508962	+	1332	9	11	10	23	14	0	3	6	15	6	7	2
gene-PA0452	NC_002516.2	508959	509753	+	795	4	21	8	17	12	0	1	2	15	6	12	7
gene-PA0451a	NC_002516.2	509861	510592	+	732	5	29	8	25	28	0	7	9	26	5	18	4
gene-PA0454	NC_002516.2	510589	512790	-	2202	20	59	22	97	85	1	11	15	66	16	40	22
gene-PA0455	NC_002516.2	513051	514427	-	1377	11	56	12	101	116	3	10	13	86	8	59	17
gene-PA0456	NC_002516.2	514775	514984	+	210	559	7432	738	4998	6166	39	549	1729	8053	540	8317	2515
gene-PA0457	NC_002516.2	515135	515659	+	525	7	30	5	38	49	0	3	13	72	7	71	18
gene-PA0457.1	NC_002516.2	515653	516027	-	375	6	24	4	30	30	1	1	5	31	4	23	6
gene-PA0458	NC_002516.2	516029	517462	-	1434	14	67	19	88	70	0	10	16	87	11	70	16
gene-PA0459	NC_002516.2	518083	520635	+	2553	7	72	15	37	31	1	6	10	75	6	20	13
gene-PA0460	NC_002516.2	520737	521315	+	579	51	92	46	168	215	2	16	78	366	57	444	152
gene-PA0461	NC_002516.2	521630	522517	-	888	24	175	36	161	146	4	15	50	214	28	182	98
gene-PA0462	NC_002516.2	522660	523169	+	510	3	22	13	19	9	0	4	11	96	3	37	21
gene-PA0463	NC_002516.2	523254	523943	+	690	5	40	8	56	44	0	8	6	56	9	50	17
gene-PA0464	NC_002516.2	523943	525367	+	1425	31	222	33	202	198	0	21	39	226	24	140	59
gene-PA0465	NC_002516.2	525469	526827	+	1359	17	44	7	55	34	1	0	13	69	9	29	12
gene-PA0466	NC_002516.2	526877	527179	+	303	0	7	2	4	2	0	0	1	7	0	5	0
gene-PA0467	NC_002516.2	527324	527944	-	621	0	10	1	13	17	0	1	6	20	3	7	3
gene-PA0468	NC_002516.2	527963	528913	-	951	18	28	12	44	38	0	5	11	71	7	46	14
gene-PA0469	NC_002516.2	528999	529856	+	858	19	58	19	81	69	2	8	18	80	11	74	31
gene-PA0470	NC_002516.2	530029	532437	-	2409	29	53	20	85	58	2	12	13	80	19	50	40
gene-PA0471	NC_002516.2	532541	533512	-	972	8	10	5	13	16	0	4	0	10	5	10	9
gene-PA0472	NC_002516.2	533509	534027	-	519	13	5	6	13	15	1	3	1	9	8	12	9
gene-PA0473	NC_002516.2	534196	534945	+	750	11	10	3	20	13	0	4	7	21	2	28	6
gene-PA0474	NC_002516.2	535085	535489	+	405	1	2	0	3	5	0	0	0	3	0	1	1
gene-PA0475	NC_002516.2	535539	536108	+	570	2	11	2	19	11	0	2	1	23	4	14	7
gene-PA0476	NC_002516.2	536142	537869	-	1728	21	41	23	85	48	1	7	11	71	22	46	27
gene-PA0477	NC_002516.2	538217	539143	-	927	3	12	6	26	19	0	5	1	22	2	15	2
gene-PA0478	NC_002516.2	539231	539707	+	477	1	17	3	13	18	0	2	1	13	4	10	7
gene-PA0479	NC_002516.2	539785	540735	-	951	5	18	5	23	20	0	2	8	17	2	18	6
gene-PA0480	NC_002516.2	540839	541636	+	798	0	3	3	2	5	0	1	1	7	3	2	2
gene-PA0481	NC_002516.2	541679	542122	+	444	28	99	27	120	97	0	19	19	131	23	104	59
gene-PA0482	NC_002516.2	542170	544347	-	2178	149	432	175	634	489	7	138	148	688	171	687	237
gene-PA0483	NC_002516.2	544654	545097	+	444	15	53	8	47	37	0	15	17	164	6	54	22
gene-PA0484	NC_002516.2	545129	545644	+	516	3	32	7	30	19	1	4	3	26	1	8	11
gene-PA0485	NC_002516.2	546334	547230	-	897	11	46	12	51	45	0	5	11	39	6	36	17
gene-PA0486	NC_002516.2	547432	548406	-	975	6	31	11	45	38	0	5	9	35	7	33	11
gene-PA0487	NC_002516.2	548468	549226	-	759	8	31	9	47	29	0	7	9	38	4	26	6
gene-PA0488	NC_002516.2	549294	549614	-	321	4	9	7	14	8	0	3	1	14	7	14	12
gene-PA0489	NC_002516.2	549656	550381	-	726	3	6	9	14	4	0	2	3	4	4	12	3
gene-PA0490	NC_002516.2	550520	550813	-	294	7	20	3	23	19	0	4	5	64	2	48	11
gene-PA0491	NC_002516.2	550867	551793	-	927	3	18	2	23	19	0	2	2	11	2	14	1
gene-PA0492	NC_002516.2	551911	552669	+	759	8	54	4	58	113	2	4	13	188	8	56	7
gene-PA0493	NC_002516.2	552746	552994	+	249	3	30	4	22	29	1	4	12	143	5	64	25
gene-PA0494	NC_002516.2	553005	554381	+	1377	12	33	6	41	56	0	5	23	236	12	86	32
gene-PA0495	NC_002516.2	554383	555261	+	879	20	51	9	80	72	1	9	24	370	17	157	64
gene-PA0496	NC_002516.2	555251	556228	+	978	28	60	16	86	94	1	7	41	562	16	195	86
gene-PA0497	NC_002516.2	556275	557276	-	1002	4	18	6	24	18	0	9	13	141	6	41	37
gene-PA0498	NC_002516.2	557354	558361	-	1008	16	79	15	63	32	1	7	17	84	12	41	40
gene-PA0499	NC_002516.2	558377	559078	-	702	13	36	17	52	25	0	6	13	47	9	33	15
gene-PA0500	NC_002516.2	559644	560702	+	1059	74	228	85	300	282	9	55	69	288	70	309	137
gene-PA0501	NC_002516.2	560808	562013	+	1206	27	95	21	153	137	3	22	32	145	18	114	19
gene-PA0502	NC_002516.2	562006	562728	+	723	29	84	23	172	208	2	14	35	213	18	135	18
gene-PA0503	NC_002516.2	562721	563545	+	825	6	42	15	84	91	0	9	17	119	6	69	15
gene-PA0504	NC_002516.2	563549	564235	+	687	5	22	8	50	43	0	2	12	73	2	44	6
gene-PA0505	NC_002516.2	564344	564574	+	231	5	38	8	56	41	0	4	5	36	5	22	12
gene-PA0506	NC_002516.2	564914	566719	+	1806	72	223	92	337	271	5	62	114	229	60	358	99
gene-PA0507	NC_002516.2	566932	568728	+	1797	7	32	9	46	31	1	6	9	53	6	38	10
gene-PA0508	NC_002516.2	569002	570780	+	1779	15	52	15	64	67	3	11	9	60	19	72	30
gene-PA0509	NC_002516.2	571111	572592	-	1482	9	12	23	17	9	0	9	42	129	11	56	26
gene-PA0510	NC_002516.2	572583	573422	-	840	5	2	2	4	2	1	1	15	61	2	11	8
gene-PA0511	NC_002516.2	573433	574596	-	1164	4	8	2	2	4	1	0	16	98	0	23	4
gene-PA0512	NC_002516.2	574590	575105	-	516	3	5	1	5	4	0	2	12	77	1	19	4
gene-PA0513	NC_002516.2	575080	575523	-	444	3	1	2	4	2	0	1	7	63	3	8	2
gene-PA0514	NC_002516.2	575516	576040	-	525	2	1	2	0	5	0	1	6	53	1	4	2
gene-PA0515	NC_002516.2	576037	576489	-	453	4	8	1	8	5	1	1	4	71	3	10	7
gene-PA0516	NC_002516.2	576498	577676	-	1179	7	10	8	12	18	0	4	16	155	5	18	11
gene-PA0517	NC_002516.2	577673	578032	-	360	3	3	4	4	2	0	1	7	35	2	5	5
gene-PA0518	NC_002516.2	578029	578343	-	315	1	8	1	2	4	0	0	13	49	1	5	7
gene-PA0519	NC_002516.2	578394	580100	-	1707	10	104	9	60	35	0	6	41	200	2	15	35
gene-PA0520	NC_002516.2	580316	581098	+	783	16	19	19	29	20	0	4	9	60	7	14	13
gene-PA0521	NC_002516.2	581133	581660	+	528	2	8	6	5	7	0	0	4	27	0	6	5
gene-PA0522	NC_002516.2	581668	581925	+	258	1	4	0	2	0	0	0	0	9	1	1	0
gene-PA0523	NC_002516.2	582015	582455	+	441	3	7	2	1	2	0	0	12	91	0	3	7
